customer_id,first_name,last_name,email,phone,segment,lifetime_value,last_contact_date,opted_in_marketing,export_date
CUST_0028,Carl,Arnold,gordon27@example.com,+1-673-967-6277x0984,At-Risk,3826.01,2026-08-04,True,2026-08-05
CUST_0029,Wendy,Dunn,howardjo@example.net,001-336-673-1745x9915,Regular,2881.77,2026-08-04,False,2026-08-05
CUST_0030,Shirley,Dawson,ukelly@example.com,(514)882-5410x063,VIP,820.51,2026-08-04,True,2026-08-05
CUST_0031,Mariah,Carter,travis78@example.org,794-420-9419x4232,VIP,3704.56,2026-08-04,True,2026-08-05
CUST_0032,Eric,Alexander,amberhall@example.org,001-336-291-3028x5245,New,3646.33,2026-08-04,False,2026-08-05
CUST_0033,Matthew,Ramirez,gibsonshelly@example.com,253.394.7100,New,3882.7,2026-08-04,True,2026-08-05
CUST_0034,Christina,Chang,virginia39@example.com,(371)264-9451,At-Risk,4303.74,2026-08-04,True,2026-08-05
CUST_0035,Jaclyn,Harvey,ritasantana@example.net,851.407.9972,At-Risk,3672.05,2026-08-04,True,2026-08-05
CUST_0036,Shane,Riggs,preston25@example.org,(282)964-0156x21419,VIP,4006.36,2026-08-04,True,2026-08-05
CUST_0037,Hannah,Anderson,ronaldchang@example.net,(930)997-4188x957,New,2825.94,2026-08-04,False,2026-08-05
CUST_0038,Alyssa,Graham,patricia82@example.net,(692)866-3831,VIP,3497.53,2026-08-04,False,2026-08-05
CUST_0039,Tamara,Munoz,mendozacameron@example.com,+1-874-554-2316x001,VIP,4426.65,2026-08-04,True,2026-08-05
CUST_0040,William,Rose,barronkevin@example.com,001-947-702-0703,New,4253.93,2026-08-04,True,2026-08-05
CUST_0041,Sarah,Johnson,brianjacobs@example.org,001-497-562-7823x83597,At-Risk,1494.09,2026-08-04,False,2026-08-05
CUST_0042,Anthony,Rivera,vwilson@example.com,001-493-546-0085x75511,At-Risk,2526.48,2026-08-04,False,2026-08-05
CUST_0043,Sherri,Sanders,russellkimberly@example.net,001-791-385-3428x1665,Regular,4077.87,2026-08-04,True,2026-08-05
CUST_0044,Robert,Adams,kevinadams@example.net,586.949.1045x4721,Regular,4048.93,2026-08-04,True,2026-08-05
CUST_0045,Tyler,Rogers,pyork@example.com,(833)690-6620x650,Regular,53.04,2026-08-04,False,2026-08-05
CUST_0046,Tabitha,Valdez,zkelley@example.com,265-286-8220x0159,Regular,1807.69,2026-08-04,True,2026-08-05
CUST_0047,Mark,Baldwin,jgriffin@example.com,426-336-8030x4768,At-Risk,1383.19,2026-08-04,False,2026-08-05
CUST_0048,Lisa,Smith,nguyenanna@example.com,001-447-440-0122x879,New,721.26,2026-08-04,True,2026-08-05
CUST_0049,Doris,Taylor,lawrencewong@example.org,+1-675-316-4175x483,Regular,2891.86,2026-08-04,True,2026-08-05
CUST_0050,Douglas,Payne,nerickson@example.org,(797)983-1855x22147,At-Risk,2333.8,2026-08-04,True,2026-08-05
CUST_0051,Matthew,Burns,joebrooks@example.com,+1-506-396-2288x62432,At-Risk,4987.84,2026-08-04,True,2026-08-05
CUST_0052,Amy,Shannon,aaron73@example.com,630-407-5239,Regular,1768.45,2026-08-04,True,2026-08-05
CUST_0053,Shawn,Chavez,cmcdaniel@example.com,599.780.8922,VIP,776.73,2026-08-04,True,2026-08-05
CUST_0054,Natalie,Chen,smitchell@example.net,001-930-492-6686x84802,New,1364.89,2026-08-04,True,2026-08-05
CUST_0055,Tyler,Mullins,dcook@example.org,(669)960-7580x65238,At-Risk,3.39,2026-08-04,False,2026-08-05
CUST_0056,Mckenzie,Stephens,johnnywarner@example.org,280-367-3143,VIP,491.64,2026-08-04,False,2026-08-05
CUST_0057,Gary,Hopkins,richardgonzalez@example.com,(890)415-3264x34604,VIP,1775.72,2026-08-04,False,2026-08-05
CUST_0058,Scott,Hunt,uyu@example.net,+1-641-213-4381x84849,Regular,567.85,2026-08-04,False,2026-08-05
CUST_0059,Sydney,White,vaughnsamantha@example.org,+1-616-530-4204x5848,At-Risk,4286.79,2026-08-04,False,2026-08-05
CUST_0060,Debra,Fowler,ggraves@example.com,(797)671-1093,Regular,2045.05,2026-08-04,False,2026-08-05
CUST_0061,Jennifer,Stevens,strongchristopher@example.net,333-639-3976x904,At-Risk,2268.82,2026-08-04,False,2026-08-05
CUST_0062,Dwayne,Fisher,kenneth16@example.net,(885)501-4561x9164,Regular,3893.86,2026-08-04,False,2026-08-05
CUST_0063,Brianna,Davis,harveyanthony@example.com,(962)297-6208x280,New,687.55,2026-08-04,True,2026-08-05
CUST_0064,Jeremy,Huber,econrad@example.com,288.879.3151,VIP,4904.58,2026-08-04,False,2026-08-05
CUST_0065,Tammy,Stanton,awillis@example.com,750.329.3975,At-Risk,4209.51,2026-08-04,False,2026-08-05
CUST_0066,Gregory,Williams,davistammy@example.net,8755169417,Regular,4415.43,2026-08-04,False,2026-08-05
CUST_0067,William,Berry,rick09@example.net,001-795-519-8180x3540,At-Risk,3056.36,2026-08-04,False,2026-08-05
CUST_0068,Marcus,Rivera,lelliott@example.org,+1-238-739-0130x64683,VIP,4991.62,2026-08-04,False,2026-08-05
CUST_0069,Ricky,Cruz,kellywilkerson@example.com,2763222604,VIP,2780.86,2026-08-04,False,2026-08-05
CUST_0070,Amanda,Best,matthew82@example.net,761.760.2002x4851,New,1511.27,2026-08-04,False,2026-08-05
CUST_0071,Michael,Mathews,wheeleramy@example.org,(923)268-1713x8473,New,4629.58,2026-08-04,False,2026-08-05
CUST_0072,Justin,Barker,philipyu@example.org,654-340-0831,Regular,4827.57,2026-08-04,True,2026-08-05
CUST_0073,April,Edwards,wagnerashley@example.org,287-321-9871x699,At-Risk,4225.54,2026-08-04,True,2026-08-05
CUST_0074,James,Lynch,ocurry@example.com,637.848.9984x44757,At-Risk,3699.98,2026-08-04,False,2026-08-05
CUST_0075,Mark,Navarro,dominguezcheryl@example.net,488.757.0343x60494,New,606.84,2026-08-04,True,2026-08-05
CUST_0076,Debra,Huff,bstewart@example.com,+1-515-955-1772x520,New,183.22,2026-08-04,False,2026-08-05
CUST_0077,Michele,Robinson,davidwood@example.org,712-439-0392x0486,New,1625.56,2026-08-04,True,2026-08-05
CUST_0078,Kelly,Harris,kaylee26@example.org,838-559-1378,New,1955.93,2026-08-04,False,2026-08-05
CUST_0079,Alexander,Barrera,wwarren@example.com,872.879.7673,At-Risk,2912.44,2026-08-04,False,2026-08-05
CUST_0080,Brenda,Cook,zmonroe@example.org,(666)991-6552x8132,VIP,3102.16,2026-08-04,True,2026-08-05
CUST_0081,Thomas,Murphy,erikgreen@example.com,+1-499-391-5346x006,Regular,3729.43,2026-08-04,False,2026-08-05
CUST_0082,Arthur,Harris,alice35@example.net,686.393.8676x6405,Regular,1184.55,2026-08-04,False,2026-08-05
CUST_0083,Kelly,Bell,linsteven@example.net,568-832-5591,VIP,3718.6,2026-08-04,True,2026-08-05
CUST_0084,James,Hendricks,melissarodriguez@example.org,001-203-642-0252x1274,At-Risk,1976.83,2026-08-04,False,2026-08-05
CUST_0085,Ryan,Morales,qstewart@example.net,(382)444-8042x40270,Regular,4615.62,2026-08-04,True,2026-08-05
CUST_0086,Jason,Hoffman,jmartin@example.net,663-799-7384,Regular,4122.32,2026-08-04,False,2026-08-05
CUST_0087,Dawn,Becker,jeffery19@example.net,763.790.9555x8150,Regular,2310.26,2026-08-04,False,2026-08-05
CUST_0088,Robin,Anderson,psexton@example.org,001-309-310-3522x128,At-Risk,3979.74,2026-08-04,False,2026-08-05
CUST_0089,Vicki,Davis,tammyenglish@example.com,998-966-3632x1313,At-Risk,1066.5,2026-08-04,True,2026-08-05
CUST_0090,Carlos,Thompson,danielswilliam@example.net,597.322.4421x436,At-Risk,1414.63,2026-08-04,True,2026-08-05
CUST_0091,Brian,Davila,ntaylor@example.com,001-940-910-4668x19376,At-Risk,4814.79,2026-08-04,False,2026-08-05
CUST_0092,Jimmy,Ramirez,scottgreen@example.com,5658519613,New,3967.33,2026-08-04,True,2026-08-05
CUST_0093,Adam,Anderson,victoriaguzman@example.com,(886)964-8440x11491,At-Risk,4848.44,2026-08-04,False,2026-08-05
CUST_0094,Ashley,Nunez,brian34@example.org,+1-802-794-5129,VIP,1998.19,2026-08-04,True,2026-08-05
CUST_0095,Nicholas,Brown,hughesbrian@example.net,873.902.1544,Regular,1363.69,2026-08-04,True,2026-08-05
CUST_0096,Glenn,Everett,daustin@example.net,(405)279-9066,VIP,3360.43,2026-08-04,True,2026-08-05
CUST_0097,Marie,Rasmussen,ryan62@example.net,2604472328,VIP,1527.41,2026-08-04,False,2026-08-05
CUST_0098,Brian,Drake,sbrown@example.org,+1-804-875-1927,New,938.84,2026-08-04,False,2026-08-05
CUST_0099,Jessica,Thompson,andrewsbrian@example.com,+1-467-279-8830x924,VIP,2424.64,2026-08-04,True,2026-08-05
CUST_0100,Aaron,Wong,pbridges@example.com,+1-469-263-4341,Regular,3858.26,2026-08-04,False,2026-08-05
CUST_0101,Marcus,Larson,rjohnson@example.org,001-244-564-5711x748,New,2901.46,2026-08-04,False,2026-08-05
CUST_0102,Dawn,King,rossreyes@example.net,810.993.3339,VIP,1029.52,2026-08-04,True,2026-08-05
CUST_0103,Craig,Thompson,jenna54@example.com,+1-713-850-5957x5923,VIP,60.1,2026-08-04,True,2026-08-05
CUST_0104,Sarah,Hoover,smitherica@example.org,460-448-9930x2358,New,98.02,2026-08-04,True,2026-08-05
CUST_0105,Heather,Snyder,jared39@example.org,(906)651-0708x472,Regular,155.19,2026-08-04,False,2026-08-05
CUST_0106,Jerry,Lester,damonroman@example.org,(388)277-8335,At-Risk,3698.52,2026-08-04,True,2026-08-05
CUST_0107,Patricia,Santiago,jenna57@example.org,001-463-649-6167x6093,VIP,164.56,2026-08-04,True,2026-08-05
CUST_0108,Elizabeth,Hughes,bethflynn@example.org,7287951709,Regular,2392.16,2026-08-04,True,2026-08-05
CUST_0109,John,Avila,eddie59@example.org,242.862.6162,At-Risk,4025.21,2026-08-04,False,2026-08-05
CUST_0110,Kristine,Fuller,vboone@example.org,(883)844-8103x8021,VIP,2557.99,2026-08-04,True,2026-08-05
CUST_0111,Olivia,Moore,brenda71@example.net,(681)624-0266,VIP,3307.62,2026-08-04,False,2026-08-05
CUST_0112,Patrick,Hogan,jenniferfrey@example.com,001-739-692-8410,At-Risk,87.98,2026-08-04,True,2026-08-05
CUST_0113,Kelsey,Davila,nealrichard@example.com,+1-654-397-9179,VIP,4208.78,2026-08-04,False,2026-08-05
CUST_0114,Erica,Robertson,eric01@example.org,+1-245-441-7840,Regular,890.74,2026-08-04,False,2026-08-05
CUST_0115,Shane,Serrano,christensenangela@example.org,+1-954-530-8248,VIP,3692.97,2026-08-04,True,2026-08-05
CUST_0116,Rodney,Johnson,fordrhonda@example.com,001-730-254-4557x6319,At-Risk,2748.35,2026-08-04,True,2026-08-05
CUST_0117,Pamela,Henry,nicole25@example.org,435.844.6636,At-Risk,1799.06,2026-08-04,False,2026-08-05
CUST_0118,Valerie,Fisher,yatesbrittany@example.org,316-319-6764x80716,At-Risk,2335.94,2026-08-04,False,2026-08-05
CUST_0119,Jennifer,Huffman,brittany40@example.com,202-401-9046x1395,VIP,4849.66,2026-08-04,False,2026-08-05
CUST_0120,Kathy,Sanchez,jonathan68@example.net,(874)949-6565x82651,At-Risk,1576.67,2026-08-04,False,2026-08-05
CUST_0121,Rebecca,Baldwin,moraleschristine@example.net,9459412248,VIP,2670.39,2026-08-04,True,2026-08-05
CUST_0122,Shannon,Clark,wwilson@example.com,890.227.6581,Regular,201.03,2026-08-04,True,2026-08-05
CUST_0123,Peter,Wagner,zarmstrong@example.net,924.801.5790,New,3576.79,2026-08-04,True,2026-08-05
CUST_0124,Michael,Burns,jacqueline79@example.net,(794)522-2134x4274,New,468.02,2026-08-04,True,2026-08-05
CUST_0125,Karen,Ferguson,sbrown@example.com,772.372.1506,New,2442.05,2026-08-04,True,2026-08-05
CUST_0126,Justin,Mcgee,zellis@example.org,274-889-7981x9053,New,992.43,2026-08-04,True,2026-08-05
CUST_0127,Margaret,Jackson,matthew02@example.net,890-906-0337x919,At-Risk,2891.79,2026-08-04,True,2026-08-05
CUST_0128,Michael,Mendoza,leslie59@example.org,(307)659-5389x2008,VIP,4611.92,2026-08-04,False,2026-08-05
CUST_0129,Tiffany,Stevens,thomasortiz@example.com,(784)304-2441,Regular,3872.36,2026-08-04,False,2026-08-05
CUST_0130,Douglas,King,taylorjohnson@example.net,395.553.0411,Regular,2316.38,2026-08-04,False,2026-08-05
CUST_0131,Jessica,Banks,gilbertjoshua@example.net,(720)256-1641x6808,At-Risk,1592.5,2026-08-04,False,2026-08-05
CUST_0132,David,Francis,heatherlove@example.com,+1-376-542-0393,At-Risk,2106.52,2026-08-04,True,2026-08-05
CUST_0133,Maria,King,brownbrian@example.org,(234)523-5406x5660,New,695.27,2026-08-04,False,2026-08-05
CUST_0134,Melinda,Owens,nmorgan@example.org,(298)808-7572x87186,Regular,161.18,2026-08-04,False,2026-08-05
CUST_0135,Denise,Flores,bcasey@example.com,+1-588-760-2384,New,4023.81,2026-08-04,True,2026-08-05
CUST_0136,Robert,Patel,ronnie85@example.com,001-700-997-0975,VIP,536.35,2026-08-04,True,2026-08-05
CUST_0137,Anita,Santos,steven56@example.com,707-688-6293x80745,VIP,2674.36,2026-08-04,False,2026-08-05
CUST_0138,George,Greene,christine53@example.com,+1-915-324-8583x0421,New,4981.55,2026-08-04,False,2026-08-05
CUST_0139,Jacob,Price,shannonrhodes@example.com,(945)558-5238x86497,VIP,296.35,2026-08-04,False,2026-08-05
CUST_0140,Adrian,Hester,whiteandrew@example.com,001-554-612-1948x5486,At-Risk,4665.32,2026-08-04,False,2026-08-05
CUST_0141,Justin,Sanchez,samanthalawrence@example.org,5523674886,At-Risk,40.68,2026-08-04,False,2026-08-05
CUST_0142,Teresa,Williams,ashleyprince@example.org,+1-405-579-8412x635,VIP,2711.78,2026-08-04,True,2026-08-05
CUST_0143,Tim,James,ywilliams@example.com,910-713-2753x0446,Regular,743.68,2026-08-04,True,2026-08-05
CUST_0144,Daniel,Rodgers,william89@example.org,001-823-377-8521x428,New,2469.88,2026-08-04,True,2026-08-05
CUST_0145,Brenda,Cohen,amandaroberts@example.org,349.508.0467,New,4533.3,2026-08-04,False,2026-08-05
CUST_0146,Angela,Bates,lmayo@example.net,819-935-7339,VIP,2855.25,2026-08-04,False,2026-08-05
CUST_0147,Stephanie,Lynch,gyoung@example.com,001-410-378-2127x19878,New,580.93,2026-08-04,False,2026-08-05
CUST_0148,Adrienne,Benjamin,katelyn66@example.org,868-490-3335x7791,New,2685.81,2026-08-04,True,2026-08-05
CUST_0149,Michael,Gutierrez,james10@example.org,(862)726-3607,Regular,753.97,2026-08-04,True,2026-08-05
CUST_0150,Joshua,Mitchell,gordonmichael@example.net,307-300-2706x75216,VIP,3292.23,2026-08-04,False,2026-08-05
CUST_0151,Jennifer,Henderson,rlivingston@example.net,264-443-2007,New,397.38,2026-08-04,False,2026-08-05
CUST_0152,Matthew,Miranda,jwebb@example.com,424.765.2719x76622,VIP,4897.27,2026-08-04,True,2026-08-05
CUST_0153,Sara,Cervantes,margaretnorton@example.org,001-576-559-9555x02695,New,3018.9,2026-08-04,True,2026-08-05
CUST_0154,Andrew,Pittman,wendydavis@example.org,+1-476-208-8290,VIP,1368.33,2026-08-04,False,2026-08-05
CUST_0155,Bradley,Contreras,laurenbrown@example.net,(755)632-4252,New,3925.19,2026-08-04,True,2026-08-05
CUST_0156,Amy,Mcdonald,joyhicks@example.com,(394)290-9135,VIP,767.09,2026-08-04,False,2026-08-05
CUST_0157,Daniel,Brown,okirby@example.com,9272281825,New,1981.32,2026-08-04,True,2026-08-05
CUST_0158,Mary,Smith,melissa54@example.org,+1-585-869-0883x499,Regular,3519.53,2026-08-04,True,2026-08-05
CUST_0159,Michael,Sims,keithmartinez@example.org,001-589-332-0598x00734,Regular,4921.65,2026-08-04,False,2026-08-05
CUST_0160,Jennifer,Ross,ginakelley@example.com,779-632-9687,Regular,1270.84,2026-08-04,True,2026-08-05
CUST_0161,Jamie,Ramos,keithsmith@example.org,538-694-8331,VIP,3738.04,2026-08-04,False,2026-08-05
CUST_0162,Bradley,Lopez,hancockkaren@example.org,001-491-480-1627x669,VIP,2218.83,2026-08-04,True,2026-08-05
CUST_0163,John,Yates,montgomeryrebecca@example.com,(560)998-1802x2088,At-Risk,1862.46,2026-08-04,True,2026-08-05
CUST_0164,Kathryn,Pearson,mstevenson@example.com,343.817.2774,At-Risk,2365.22,2026-08-04,False,2026-08-05
CUST_0165,Erika,Sanders,schwartzchristopher@example.org,(236)779-5522,Regular,2735.2,2026-08-04,True,2026-08-05
CUST_0166,Ryan,Simmons,saraadams@example.com,332.870.3528,At-Risk,4633.71,2026-08-04,True,2026-08-05
CUST_0167,Christina,Smith,kmartin@example.com,453-545-7956x775,At-Risk,1197.21,2026-08-04,False,2026-08-05
CUST_0168,Matthew,Lee,whitejoshua@example.com,820-348-1607,Regular,1148.8,2026-08-04,True,2026-08-05
CUST_0169,Aaron,Merritt,terri92@example.net,588.374.9794x253,New,2017.04,2026-08-04,True,2026-08-05
CUST_0170,Kimberly,Wade,rthompson@example.com,475-518-1093x0859,New,2894.74,2026-08-04,True,2026-08-05
CUST_0171,John,Davis,thompsondavid@example.net,286-764-6325x6471,New,1438.72,2026-08-04,True,2026-08-05
CUST_0172,Jennifer,Taylor,mitchellderek@example.net,7954379194,At-Risk,4673.23,2026-08-04,True,2026-08-05
CUST_0173,Gary,Rose,ubradley@example.org,+1-231-652-8274x609,VIP,1849.86,2026-08-04,False,2026-08-05
CUST_0174,Brian,Griffin,jessica23@example.net,+1-537-388-4710,New,2698.73,2026-08-04,True,2026-08-05
CUST_0175,Michael,Hernandez,amanda21@example.org,(320)416-8843,New,835.57,2026-08-04,True,2026-08-05
CUST_0176,Sherry,Mahoney,dvasquez@example.com,(700)547-1174x68882,Regular,747.58,2026-08-04,True,2026-08-05
CUST_0177,Erin,Pennington,hosandra@example.net,(843)923-8195x0260,New,4254.57,2026-08-04,True,2026-08-05
CUST_0178,Mercedes,Payne,anthony34@example.org,001-644-842-2805x9703,Regular,3221.62,2026-08-04,True,2026-08-05
CUST_0179,Katie,Schroeder,ulewis@example.com,266.236.8554,At-Risk,4550.19,2026-08-04,False,2026-08-05
CUST_0180,Bradley,Haley,douglashayes@example.org,(993)201-3239,At-Risk,1917.22,2026-08-04,False,2026-08-05
CUST_0181,Scott,Reese,vgonzalez@example.net,+1-807-816-6893x13699,New,2170.89,2026-08-04,False,2026-08-05
CUST_0182,Jesse,Velazquez,zchase@example.net,+1-242-730-3221x6863,New,444.34,2026-08-04,True,2026-08-05
CUST_0183,Randy,Perez,vwhite@example.com,366-888-8074x204,New,3960.06,2026-08-04,True,2026-08-05
CUST_0184,David,Reyes,duane87@example.org,(641)320-4612,At-Risk,3627.32,2026-08-04,True,2026-08-05
CUST_0185,Kevin,Brooks,elizabethcrawford@example.com,+1-292-221-0547,At-Risk,181.13,2026-08-04,True,2026-08-05
CUST_0186,Tom,Foster,dunnrebecca@example.com,001-463-518-9508x45920,At-Risk,2018.61,2026-08-04,False,2026-08-05
CUST_0187,Joseph,Rodriguez,hopkinsbrittany@example.net,3135031747,Regular,1934.66,2026-08-04,True,2026-08-05
CUST_0188,Sharon,Williamson,jasonbray@example.org,+1-730-881-9755x42451,At-Risk,2600.39,2026-08-04,True,2026-08-05
CUST_0189,Robert,Armstrong,vsandoval@example.com,+1-770-587-9591x715,VIP,3128.62,2026-08-04,False,2026-08-05
CUST_0190,Lori,Brown,eevans@example.org,5619240085,Regular,4082.25,2026-08-04,False,2026-08-05
CUST_0191,Stanley,Yates,rayrobin@example.org,599-445-7454x62080,Regular,1334.99,2026-08-04,False,2026-08-05
CUST_0192,Ashley,Lopez,thompsonstephanie@example.com,4854735014,Regular,2648.63,2026-08-04,True,2026-08-05
CUST_0193,Lindsay,Pierce,patricia80@example.net,514-950-6871,Regular,4060.14,2026-08-04,True,2026-08-05
CUST_0194,Cody,Butler,lorismith@example.net,3007883870,VIP,787.07,2026-08-04,False,2026-08-05
CUST_0195,Amanda,Allen,aliciapacheco@example.com,281-293-8792,New,2329.43,2026-08-04,False,2026-08-05
CUST_0196,Seth,Jones,gmullen@example.net,303-912-4247,Regular,4905.46,2026-08-04,False,2026-08-05
CUST_0197,Ronald,Mclaughlin,matthewdavis@example.com,001-951-558-0001x069,New,4165.54,2026-08-04,True,2026-08-05
CUST_0198,Robert,Morris,edward93@example.org,+1-925-382-4298x09672,New,2936.87,2026-08-04,True,2026-08-05
CUST_0199,Christopher,Rivera,karen59@example.com,322-205-3589,VIP,389.98,2026-08-04,False,2026-08-05
CUST_0200,Tiffany,Galvan,hilljuan@example.net,(541)886-0986x304,At-Risk,1560.54,2026-08-04,False,2026-08-05
CUST_0201,Ian,Patrick,jrose@example.org,001-465-929-0557,At-Risk,1397.5,2026-08-04,False,2026-08-05
CUST_0202,Jordan,Sparks,mburnett@example.org,981.858.7856x33533,VIP,3378.48,2026-08-04,True,2026-08-05
CUST_0203,Sheila,Byrd,falvarado@example.com,(588)359-4247,New,201.95,2026-08-04,False,2026-08-05
CUST_0204,John,Gutierrez,bmartin@example.com,001-508-316-5932,At-Risk,725.65,2026-08-04,False,2026-08-05
CUST_0205,Crystal,Dennis,tylerrivera@example.net,+1-837-658-8960x1261,Regular,1621.66,2026-08-04,False,2026-08-05
CUST_0206,Karen,Hayden,alexandrahayes@example.com,+1-203-719-9276x1404,New,2054.19,2026-08-04,True,2026-08-05
CUST_0207,Johnny,Tate,larsoncassandra@example.com,+1-279-804-5835x487,At-Risk,107.21,2026-08-04,True,2026-08-05
CUST_0208,Brian,Cooke,shelly77@example.com,527-776-4389x653,At-Risk,911.32,2026-08-04,False,2026-08-05
CUST_0209,Shannon,Lopez,weststeven@example.org,890.876.1441x26853,Regular,2455.32,2026-08-04,True,2026-08-05
CUST_0210,Ryan,Wallace,swood@example.net,+1-935-554-2028x451,Regular,2929.77,2026-08-04,True,2026-08-05
CUST_0211,Nichole,Davis,dillon26@example.org,(756)321-0768,Regular,3986.68,2026-08-04,True,2026-08-05
CUST_0212,Claudia,Esparza,maryalexander@example.com,515-794-7003x7864,Regular,4361.46,2026-08-04,True,2026-08-05
CUST_0213,Eugene,Perry,lucasanita@example.com,295.854.0287,VIP,3415.54,2026-08-04,True,2026-08-05
CUST_0214,April,Johnson,smanning@example.org,001-692-339-0725x1080,New,1023.96,2026-08-04,False,2026-08-05
CUST_0215,Greg,Webb,johnsonchristopher@example.com,001-627-934-0381,VIP,1364.27,2026-08-04,False,2026-08-05
CUST_0216,Monica,Wallace,robertszoe@example.net,4362226199,At-Risk,1718.74,2026-08-04,True,2026-08-05
CUST_0217,Charles,Black,curryshannon@example.org,285-631-8343,At-Risk,390.01,2026-08-04,True,2026-08-05
CUST_0218,Francisco,Flores,jrojas@example.org,564-801-6928x625,VIP,3471.01,2026-08-04,False,2026-08-05
CUST_0219,Angela,Wilson,emma43@example.net,001-461-916-7573,At-Risk,1876.0,2026-08-04,False,2026-08-05
CUST_0220,Alexandra,Mccoy,marc81@example.net,6555231203,New,2076.15,2026-08-04,True,2026-08-05
CUST_0221,Sandra,Perez,lopezolivia@example.org,717-697-8242x3522,VIP,2167.36,2026-08-04,True,2026-08-05
CUST_0222,Eric,Watson,hlopez@example.com,001-318-401-9753,Regular,2914.85,2026-08-04,False,2026-08-05
CUST_0223,Brian,Gallegos,andrea33@example.org,4175887096,VIP,1361.06,2026-08-04,True,2026-08-05
CUST_0224,William,Martinez,jaredcarter@example.com,(377)478-4791x352,VIP,3768.41,2026-08-04,True,2026-08-05
CUST_0225,Scott,Robinson,garnermatthew@example.org,666-610-3538,New,327.75,2026-08-04,True,2026-08-05
CUST_0226,Amber,Chung,villaapril@example.org,+1-729-273-6684x77785,New,4047.43,2026-08-04,False,2026-08-05
CUST_0227,Michelle,Richardson,pearsonluis@example.org,(618)426-3741,VIP,426.27,2026-08-04,True,2026-08-05
CUST_0228,Peter,Salazar,michael55@example.org,2496998819,VIP,3067.64,2026-08-04,False,2026-08-05
CUST_0229,Theresa,Hood,tschwartz@example.org,+1-508-870-7934x420,New,990.94,2026-08-04,False,2026-08-05
CUST_0230,Melinda,Johnson,philip51@example.org,665-424-6104,New,1025.38,2026-08-04,False,2026-08-05
